id,country_id,year,eci,eci_rank,oppvalue,population,gdp,gni_pc,magic,pc_constant,pc_current,notpc_constant
5923,127,1985,,,,3.740e+09,3.924e+12,984.7833,4.79e-10,4.79e-10,2.67e-10,1.79092
5924,128,1985,,,,1467856,6.393e+08,928.8588,1.22e-06,1.22e-06,6.81e-07,1.79092
5925,129,1985,,,,3544543,,,5.05e-07,5.05e-07,2.82e-07,1.79092
5926,130,1985,,,,366706,1.348e+10,35810.25,4.88e-06,4.88e-06,2.73e-06,1.79092
5927,131,1985,,,,2578873,1.314e+10,,6.94e-07,6.94e-07,3.88e-07,1.79092
5928,132,1985,,,,296222,3.497e+09,,6.05e-06,6.05e-06,3.38e-06,1.79092
5929,133,1985,,,,22277541,2.978e+10,1258.19,8.04e-08,8.04e-08,4.49e-08,1.79092
5930,134,1985,,,,28836,2.750e+09,,.0000621,.0000621,.0000347,1.79092
5931,135,1985,,,,3570000,5.236e+09,,5.02e-07,5.02e-07,2.80e-07,1.79092
5932,136,1985,,,,9981113,3.312e+09,318.6356,1.79e-07,1.79e-07,1.00e-07,1.79092
5933,137,1985,,,,183538,,,9.76e-06,9.76e-06,5.45e-06,1.79092
5934,138,1985,,,,2.189e+08,6.977e+11,,8.18e-09,8.18e-09,4.57e-09,1.79092
5935,139,1985,,,,77859344,5.193e+11,6333.456,2.30e-08,2.30e-08,1.28e-08,1.79092
5936,140,1985,,,,38334,76143000,,.0000467,.0000467,.0000261,1.79092
5937,141,1985,,,,3.297e+09,3.803e+12,1082.361,5.43e-10,5.43e-10,3.03e-10,1.79092
5938,142,1985,,,,1950487,,,9.18e-07,9.18e-07,5.13e-07,1.79092
5939,143,1985,,,,7405201,2.186e+09,,2.42e-07,2.42e-07,1.35e-07,1.79092
5940,144,1985,,,,336452,2.531e+09,8079.507,5.32e-06,5.32e-06,2.97e-06,1.79092
5941,145,1985,,,,38546211,,,4.65e-08,4.65e-08,2.59e-08,1.79092
5942,146,1985,,,,1.956e+08,3.369e+11,1646.319,9.15e-09,9.15e-09,5.11e-09,1.79092
5943,147,1985,,,,594509,,,3.01e-06,3.01e-06,1.68e-06,1.79092
5944,148,1985,,,,1921881,1.540e+09,,9.32e-07,9.32e-07,5.20e-07,1.79092
5945,149,1985,,,,30341,,,.000059,.000059,.000033,1.79092
5946,150,1985,,,,13338850,1.944e+09,141.2228,1.34e-07,1.34e-07,7.50e-08,1.79092
5947,151,1985,,,,1767099,1.161e+09,606.6922,1.01e-06,1.01e-06,5.66e-07,1.79092
5948,152,1985,,,,1016000,2.251e+09,2121.98,1.76e-06,1.76e-06,9.84e-07,1.79092
5949,153,1985,,,,7264519,1.594e+09,,2.47e-07,2.47e-07,1.38e-07,1.79092
5950,154,1985,,,,15764340,4.113e+10,2429.608,1.14e-07,1.14e-07,6.34e-08,1.79092
5951,156,1985,,,,2.639e+08,7.632e+12,28685.3,6.79e-09,6.79e-09,3.79e-09,1.79092
5952,157,1985,,,,1149389,3.315e+09,2246.296,1.56e-06,1.56e-06,8.70e-07,1.79092
5953,158,1985,,,,153000,,,.0000117,.0000117,6.54e-06,1.79092
5954,159,1985,,,,6705210,2.071e+09,,2.67e-07,2.67e-07,1.49e-07,1.79092
5955,160,1985,,,,83901572,5.366e+10,,2.13e-08,2.13e-08,1.19e-08,1.79092
5956,161,1985,,,,3709708,4.590e+09,1158.713,4.83e-07,4.83e-07,2.70e-07,1.79092
5957,162,1985,,,,14491632,3.713e+11,25519.96,1.24e-07,1.24e-07,6.90e-08,1.79092
5958,163,1985,,,,2.118e+08,,,8.45e-09,8.45e-09,4.72e-09,1.79092
5959,164,1985,,,,4152516,1.742e+11,41245.6,4.31e-07,4.31e-07,2.41e-07,1.79092
5960,165,1985,,,,16143975,3.382e+09,,1.11e-07,1.11e-07,6.19e-08,1.79092
5961,166,1985,,,,3247100,6.721e+10,19534.43,5.52e-07,5.52e-07,3.08e-07,1.79092
5962,167,1985,,,,8.880e+08,2.022e+13,22596.89,2.02e-09,2.02e-09,1.13e-09,1.79092
5963,168,1985,,,,1498416,1.421e+10,,1.20e-06,1.20e-06,6.67e-07,1.79092
5964,169,1985,,,,94783463,4.400e+10,503.6225,1.89e-08,1.89e-08,1.06e-08,1.79092
5965,170,1985,,,,2233064,7.903e+09,3441.003,8.02e-07,8.02e-07,4.48e-07,1.79092
5966,171,1985,,,,19525200,4.820e+10,2309.583,9.17e-08,9.17e-08,5.12e-08,1.79092
5967,172,1985,,,,54324952,4.928e+10,869.4535,3.30e-08,3.30e-08,1.84e-08,1.79092
5968,173,1985,,,,13698,,,.0001307,.0001307,.000073,1.79092
5969,174,1985,,,,3677854,2.858e+09,,4.87e-07,4.87e-07,2.72e-07,1.79092
5970,175,1985,,,,37201885,,,4.81e-08,4.81e-08,2.69e-08,1.79092
5971,176,1985,,,,3377000,3.917e+10,,5.30e-07,5.30e-07,2.96e-07,1.79092
5972,177,1985,,,,18778106,,,9.54e-08,9.54e-08,5.33e-08,1.79092
5973,178,1985,,,,10023613,1.043e+11,9856.58,1.79e-07,1.79e-07,9.98e-08,1.79092
5974,179,1985,,,,3703512,4.704e+09,,4.84e-07,4.84e-07,2.70e-07,1.79092
5975,180,1985,,,,175208,,,.0000102,.0000102,5.71e-06,1.79092
5976,181,1985,,,,371026,,,4.83e-06,4.83e-06,2.70e-06,1.79092
5977,182,1985,,,,22755427,9.743e+10,,7.87e-08,7.87e-08,4.39e-08,1.79092
5978,183,1985,,,,1.439e+08,,,1.24e-08,1.24e-08,6.95e-09,1.79092
5979,184,1985,,,,6112554,1.584e+09,257.8263,2.93e-07,2.93e-07,1.64e-07,1.79092
5980,185,1985,,,,1.015e+09,3.467e+11,344.2014,1.76e-09,1.76e-09,9.85e-10,1.79092
5981,186,1985,,,,13273786,1.671e+11,,1.35e-07,1.35e-07,7.53e-08,1.79092
5982,187,1985,,,,17097619,9.162e+09,393.5562,1.05e-07,1.05e-07,5.85e-08,1.79092
5983,188,1985,,,,6437891,4.557e+09,676.8778,2.78e-07,2.78e-07,1.55e-07,1.79092
5984,189,1985,,,,2736000,3.244e+10,11949.24,6.55e-07,6.55e-07,3.65e-07,1.79092
5985,190,1985,,,,270809,,,6.61e-06,6.61e-06,3.69e-06,1.79092
5986,191,1985,,,,3584397,1.409e+09,379.9993,5.00e-07,5.00e-07,2.79e-07,1.79092
5987,192,1985,,,,5003828,8.760e+09,1701.536,3.58e-07,3.58e-07,2.00e-07,1.79092
5988,193,1985,,,,22776,5.979e+08,,.0000786,.0000786,.0000439,1.79092
5989,194,1985,,,,6068425,,,2.95e-07,2.95e-07,1.65e-07,1.79092
5990,195,1985,,,,7639892.7,,,2.34e-07,2.34e-07,1.31e-07,1.79092
5991,196,1985,,,,4.402e+08,3.661e+11,768.4388,4.07e-09,4.07e-09,2.27e-09,1.79092
5992,197,1985,,,,4.405e+08,3.664e+11,771.9242,4.07e-09,4.07e-09,2.27e-09,1.79092
5993,198,1985,,,,104371,,,.0000172,.0000172,9.58e-06,1.79092
5994,199,1985,,,,375979,1.276e+09,,4.76e-06,4.76e-06,2.66e-06,1.79092
5995,200,1985,,,,5161768,4.417e+10,,3.47e-07,3.47e-07,1.94e-07,1.79092
5996,201,1985,,,,1941641,,,9.22e-07,9.22e-07,5.15e-07,1.79092
5997,202,1985,,,,8350386,2.344e+11,27381.72,2.14e-07,2.14e-07,1.20e-07,1.79092
5998,203,1985,,,,705492,9.288e+08,,2.54e-06,2.54e-06,1.42e-06,1.79092
5999,204,1985,,,,67400,4.543e+08,,.0000266,.0000266,.0000148,1.79092
6000,205,1985,,,,10667245,1.285e+10,1251.888,1.68e-07,1.68e-07,9.37e-08,1.79092
6001,206,1985,,,,9502,,,.0001885,.0001885,.0001052,1.79092
6002,207,1985,,,,5091809,2.241e+09,311.4391,3.52e-07,3.52e-07,1.96e-07,1.79092
6003,208,1985,,,,3252995,1.426e+09,413.6308,5.51e-07,5.51e-07,3.07e-07,1.79092
6004,209,1985,,,,52031925,5.445e+10,1023.612,3.44e-08,3.44e-08,1.92e-08,1.79092
6005,210,1985,,,,4540688,3.516e+09,,3.94e-07,3.94e-07,2.20e-07,1.79092
6006,211,1985,,,,3229499,,,5.55e-07,5.55e-07,3.10e-07,1.79092
6007,213,1985,,,,93953,1.738e+08,,.0000191,.0000191,.0000106,1.79092
6008,214,1985,,,,1170935,8.985e+09,7333.871,1.53e-06,1.53e-06,8.54e-07,1.79092
6009,215,1985,,,,7260361,1.413e+10,1858.913,2.47e-07,2.47e-07,1.38e-07,1.79092
6010,216,1985,,,,49178079,2.060e+11,,3.64e-08,3.64e-08,2.03e-08,1.79092
6011,217,1985,,,,8648,,,.0002071,.0002071,.0001156,1.79092
6012,218,1985,,,,21849853,,,8.20e-08,8.20e-08,4.58e-08,1.79092
6013,219,1985,,,,14661481,2.708e+09,181.548,1.22e-07,1.22e-07,6.82e-08,1.79092
6014,220,1985,,,,50917000,,,3.52e-08,3.52e-08,1.96e-08,1.79092
6015,221,1985,,,,1.757e+09,2.903e+12,1556.022,1.02e-09,1.02e-09,5.69e-10,1.79092
6016,222,1985,,,,3011918,1.018e+10,3128.967,5.95e-07,5.95e-07,3.32e-07,1.79092
6017,223,1985,,,,2.379e+08,6.978e+12,29154.91,7.53e-09,7.53e-09,4.20e-09,1.79092
6018,224,1985,,,,18231176,,,9.82e-08,9.82e-08,5.49e-08,1.79092
6019,225,1985,,,,104477,2.429e+08,,.0000171,.0000171,9.57e-06,1.79092
6020,226,1985,,,,17322754,9.179e+10,5130.149,1.03e-07,1.03e-07,5.77e-08,1.79092
6021,227,1985,,,,107000,,,.0000167,.0000167,9.35e-06,1.79092
6022,228,1985,,,,58868000,1.575e+10,,3.04e-08,3.04e-08,1.70e-08,1.79092
6023,229,1985,,,,130028,2.500e+08,,.0000138,.0000138,7.69e-06,1.79092
6024,230,1985,,,,1602476.4,,,1.12e-06,1.12e-06,6.24e-07,1.79092
6025,231,1985,,,,4.840e+09,2.560e+13,5219.337,3.70e-10,3.70e-10,2.07e-10,1.79092
6026,232,1985,,,,160030,2.437e+08,,.0000112,.0000112,6.25e-06,1.79092
6027,233,1985,,,,9651313,,,1.86e-07,1.86e-07,1.04e-07,1.79092
6028,234,1985,,,,31307880,1.574e+11,4792.466,5.72e-08,5.72e-08,3.19e-08,1.79092
6029,236,1985,,,,6838392,4.904e+09,679.8453,2.62e-07,2.62e-07,1.46e-07,1.79092
6030,237,1985,,,,8860331,5.678e+09,624.8416,2.02e-07,2.02e-07,1.13e-07,1.79092
6031,339,1985,,,,5446452,,,3.29e-07,3.29e-07,1.84e-07,1.79092
6032,345,1985,,,,659876,,,2.71e-06,2.71e-06,1.52e-06,1.79092
6033,1,1986,,,,62644,,,.0000294,.0000294,.000016,1.84426
6034,3,1986,,,,11262439,,,1.64e-07,1.64e-07,8.88e-08,1.84426
6035,4,1986,,,,9320678,1.402e+10,,1.98e-07,1.98e-07,1.07e-07,1.84426
6036,5,1986,,,,3162225,5.786e+09,,5.83e-07,5.83e-07,3.16e-07,1.84426
6037,7,1986,,,,1426915,6.595e+10,,1.29e-06,1.29e-06,7.01e-07,1.84426
6038,8,1986,,,,30796481,1.176e+11,3648.787,5.99e-08,5.99e-08,3.25e-08,1.84426
6039,9,1986,,,,3396511,,,5.43e-07,5.43e-07,2.94e-07,1.84426
6040,10,1986,,,,40835,,,.0000452,.0000452,.0000245,1.84426
6041,11,1986,,,,64605,4.841e+08,,.0000285,.0000285,.0000155,1.84426
6042,12,1986,,,,16018400,3.649e+11,22372.62,1.15e-07,1.15e-07,6.24e-08,1.84426
6043,13,1986,,,,7569794,1.897e+11,24730.32,2.44e-07,2.44e-07,1.32e-07,1.84426
6044,14,1986,,,,6779970,,,2.72e-07,2.72e-07,1.47e-07,1.84426
6045,15,1986,,,,4935642,1.053e+09,,3.74e-07,3.74e-07,2.03e-07,1.84426
6046,16,1986,,,,9861823,2.448e+11,24723.03,1.87e-07,1.87e-07,1.01e-07,1.84426
6047,17,1986,,,,4414450,2.124e+09,471.9004,4.18e-07,4.18e-07,2.27e-07,1.84426
6048,18,1986,,,,7930690,2.214e+09,278.401,2.33e-07,2.33e-07,1.26e-07,1.84426
6049,19,1986,,,,96851505,2.513e+10,265.2242,1.90e-08,1.90e-08,1.03e-08,1.84426
6050,20,1986,,,,8958171,2.414e+10,2666.05,2.06e-07,2.06e-07,1.12e-07,1.84426
6051,21,1986,,,,433491,4.717e+09,,4.25e-06,4.25e-06,2.31e-06,1.84426
6052,22,1986,,,,239135,5.186e+09,,7.71e-06,7.71e-06,4.18e-06,1.84426
6053,23,1986,,,,4399257,,,4.19e-07,4.19e-07,2.27e-07,1.84426
6054,24,1986,,,,10043000,,,1.84e-07,1.84e-07,9.96e-08,1.84426
6055,25,1986,,,,169547,3.172e+08,1857.01,.0000109,.0000109,5.90e-06,1.84426
6056,26,1986,,,,57382,3.005e+09,,.0000321,.0000321,.0000174,1.84426
6057,27,1986,,,,6184440,4.947e+09,737.2734,2.98e-07,2.98e-07,1.62e-07,1.84426
6058,28,1986,,,,1.390e+08,5.851e+11,4016.302,1.33e-08,1.33e-08,7.19e-09,1.84426
6059,29,1986,,,,255450,2.952e+09,,7.22e-06,7.22e-06,3.91e-06,1.84426
6060,30,1986,,,,229413,6.684e+09,,8.04e-06,8.04e-06,4.36e-06,1.84426
6061,31,1986,,,,484390,2.141e+08,,3.81e-06,3.81e-06,2.06e-06,1.84426
6062,32,1986,,,,1223738,3.200e+09,2421.439,1.51e-06,1.51e-06,8.17e-07,1.84426
6063,33,1986,,,,2684214,1.138e+09,,6.87e-07,6.87e-07,3.73e-07,1.84426
6064,34,1986,,,,26204000,6.664e+11,24591.42,7.04e-08,7.04e-08,3.82e-08,1.84426
6065,35,1986,,,,6504124,2.851e+11,45473.81,2.84e-07,2.84e-07,1.54e-07,1.84426
6066,36,1986,,,,135227,,,.0000136,.0000136,7.39e-06,1.84426
6067,37,1986,,,,12331704,4.153e+10,3028.207,1.50e-07,1.50e-07,8.11e-08,1.84426
6068,38,1986,,,,1.067e+09,3.917e+11,367.0393,1.73e-09,1.73e-09,9.37e-10,1.84426
6069,39,1986,,,,10543628,1.270e+10,1105.38,1.75e-07,1.75e-07,9.48e-08,1.84426
6070,40,1986,,,,10701458,1.451e+10,1337.601,1.72e-07,1.72e-07,9.34e-08,1.84426
6071,41,1986,,,,2138090,4.098e+09,2494.594,8.63e-07,8.63e-07,4.68e-07,1.84426
6072,42,1986,,,,30718127,7.846e+10,2449.099,6.00e-08,6.00e-08,3.26e-08,1.84426
6073,43,1986,,,,372895,2.848e+08,,4.95e-06,4.95e-06,2.68e-06,1.84426
6074,44,1986,,,,335517,2.382e+08,,5.50e-06,5.50e-06,2.98e-06,1.84426
6075,45,1986,,,,2772823,8.103e+09,2765.491,6.65e-07,6.65e-07,3.61e-07,1.84426
6076,46,1986,,,,10183690,3.897e+10,3749.309,1.81e-07,1.81e-07,9.82e-08,1.84426
6077,47,1986,,,,20254,,,.0000911,.0000911,.0000494,1.84426
6078,48,1986,,,,712340,7.149e+09,13077.72,2.59e-06,2.59e-06,1.40e-06,1.84426
6079,49,1986,,,,10342227,,,1.78e-07,1.78e-07,9.67e-08,1.84426
6080,50,1986,,,,77720436,1.927e+12,24968.49,2.37e-08,2.37e-08,1.29e-08,1.84426
6081,51,1986,,,,451942,,,4.08e-06,4.08e-06,2.21e-06,1.84426
6082,52,1986,,,,73025,2.450e+08,,.0000253,.0000253,.0000137,1.84426
6083,53,1986,,,,5120534,1.831e+11,34994.91,3.60e-07,3.60e-07,1.95e-07,1.84426
6084,54,1986,,,,6666429,1.427e+10,2066.671,2.77e-07,2.77e-07,1.50e-07,1.84426
6085,55,1986,,,,23539383,6.454e+10,2686.144,7.83e-08,7.83e-08,4.25e-08,1.84426
6086,56,1986,,,,1.496e+09,6.870e+11,446.3439,1.23e-09,1.23e-09,6.68e-10,1.84426
6087,57,1986,,,,1.707e+09,4.742e+12,2774.266,1.08e-09,1.08e-09,5.86e-10,1.84426
6088,58,1986,,,,2.383e+08,7.381e+11,,7.74e-09,7.74e-09,4.20e-09,1.84426
6089,59,1986,,,,8.236e+08,1.070e+13,12716.97,2.24e-09,2.24e-09,1.21e-09,1.84426
6090,60,1986,,,,9186995,2.423e+10,2459.568,2.01e-07,2.01e-07,1.09e-07,1.84426
6091,61,1986,,,,51545011,4.135e+10,706.2823,3.58e-08,3.58e-08,1.94e-08,1.84426
6092,62,1986,,,,3.006e+08,6.634e+12,21898.93,6.14e-09,6.14e-09,3.33e-09,1.84426
6093,63,1986,,,,2928032,,,6.30e-07,6.30e-07,3.42e-07,1.84426
6094,64,1986,,,,38535617,6.056e+11,15557.67,4.79e-08,4.79e-08,2.60e-08,1.84426
6095,65,1986,,,,1540190,,,1.20e-06,1.20e-06,6.49e-07,1.84426
6096,66,1986,,,,42100969,5.804e+09,137.4083,4.38e-08,4.38e-08,2.38e-08,1.84426
6097,67,1986,,,,4918154,1.219e+11,24406.77,3.75e-07,3.75e-07,2.03e-07,1.84426
6098,68,1986,,,,718493,1.973e+09,,2.57e-06,2.57e-06,1.39e-06,1.84426
6099,69,1986,,,,57155165,1.417e+12,24766.45,3.23e-08,3.23e-08,1.75e-08,1.84426
6100,70,1986,,,,46501,,,.0000397,.0000397,.0000215,1.84426
6101,71,1986,,,,87948,1.702e+08,,.000021,.000021,.0000114,1.84426
6102,72,1986,,,,848654,6.318e+09,7244.952,2.17e-06,2.17e-06,1.18e-06,1.84426
6103,73,1986,,,,56681396,1.312e+12,23002.14,3.25e-08,3.25e-08,1.76e-08,1.84426
6104,74,1986,,,,4704500,1.419e+10,,3.92e-07,3.92e-07,2.13e-07,1.84426
6105,75,1986,,,,13104616,4.583e+09,,1.41e-07,1.41e-07,7.63e-08,1.84426
6106,77,1986,,,,5211764,1.444e+09,,3.54e-07,3.54e-07,1.92e-07,1.84426
6107,78,1986,,,,766598,3.316e+08,504.7643,2.41e-06,2.41e-06,1.30e-06,1.84426
6108,79,1986,,,,930962,4.175e+08,,1.98e-06,1.98e-06,1.07e-06,1.84426
6109,80,1986,,,,328255,3.725e+08,,5.62e-06,5.62e-06,3.05e-06,1.84426
6110,81,1986,,,,9967213,1.477e+11,14859.17,1.85e-07,1.85e-07,1.00e-07,1.84426
6111,82,1986,,,,100146,3.192e+08,,.0000184,.0000184,9.99e-06,1.84426
6112,83,1986,,,,53500,1.301e+09,,.0000345,.0000345,.0000187,1.84426
6113,84,1986,,,,8108903,1.358e+10,1627.105,2.27e-07,2.27e-07,1.23e-07,1.84426
6114,85,1986,,,,119232,,,.0000155,.0000155,8.39e-06,1.84426
6115,86,1986,,,,745133,5.516e+08,,2.48e-06,2.48e-06,1.34e-06,1.84426
6116,87,1986,,,,1.108e+09,2.236e+13,20051.17,1.67e-09,1.67e-09,9.03e-10,1.84426
6117,88,1986,,,,5524600,7.668e+10,,3.34e-07,3.34e-07,1.81e-07,1.84426
6118,89,1986,,,,4366493,4.814e+09,1049.69,4.22e-07,4.22e-07,2.29e-07,1.84426
6119,90,1986,,,,3.162e+08,1.339e+11,415.9741,5.83e-09,5.83e-09,3.16e-09,1.84426
6120,91,1986,,,,4722000,,,3.91e-07,3.91e-07,2.12e-07,1.84426
6121,92,1986,,,,6533556,,,2.82e-07,2.82e-07,1.53e-07,1.84426
6122,93,1986,,,,10630564,8.675e+10,7833.853,1.73e-07,1.73e-07,9.41e-08,1.84426
6123,94,1986,,,,1.658e+08,1.127e+11,644.7797,1.11e-08,1.11e-08,6.03e-09,1.84426
6124,96,1986,,,,7.989e+08,2.748e+11,342.0749,2.31e-09,2.31e-09,1.25e-09,1.84426
6125,97,1986,,,,3539690,,,5.21e-07,5.21e-07,2.83e-07,1.84426
6126,98,1986,,,,49440637,9.104e+10,1842.471,3.73e-08,3.73e-08,2.02e-08,1.84426
6127,99,1986,,,,15941197,,,1.16e-07,1.16e-07,6.27e-08,1.84426
6128,100,1986,,,,243180,9.340e+09,37119.26,7.58e-06,7.58e-06,4.11e-06,1.84426
6129,101,1986,,,,4299000,5.850e+10,,4.29e-07,4.29e-07,2.33e-07,1.84426
6130,102,1986,,,,56596155,1.280e+12,22394.78,3.26e-08,3.26e-08,1.77e-08,1.84426
6131,103,1986,,,,2335800,,,7.90e-07,7.90e-07,4.28e-07,1.84426
6132,104,1986,,,,2744000,6.345e+09,2265.209,6.72e-07,6.72e-07,3.64e-07,1.84426
6133,105,1986,,,,1.215e+08,3.104e+12,25654.03,1.52e-08,1.52e-08,8.23e-09,1.84426
6134,106,1986,,,,15896089,,,1.16e-07,1.16e-07,6.29e-08,1.84426
6135,107,1986,,,,20392312,1.061e+10,504.5149,9.04e-08,9.04e-08,4.90e-08,1.84426
6136,108,1986,,,,4066500,2.414e+09,,4.54e-07,4.54e-07,2.46e-07,1.84426
6137,109,1986,,,,8030211,,,2.30e-07,2.30e-07,1.25e-07,1.84426
6138,110,1986,,,,63950,63146982,,.0000288,.0000288,.0000156,1.84426
6139,111,1986,,,,41697,2.310e+08,,.0000442,.0000442,.000024,1.84426
6140,112,1986,,,,41184000,2.624e+11,6225.686,4.48e-08,4.48e-08,2.43e-08,1.84426
6141,113,1986,,,,1717000,,,1.07e-06,1.07e-06,5.82e-07,1.84426
6142,114,1986,,,,1821560,,,1.01e-06,1.01e-06,5.49e-07,1.84426
6143,115,1986,,,,3.907e+08,1.580e+12,3854.35,4.72e-09,4.72e-09,2.56e-09,1.84426
6144,116,1986,,,,3782195,9.432e+08,,4.88e-07,4.88e-07,2.64e-07,1.84426
6145,117,1986,,,,2677290,,,6.89e-07,6.89e-07,3.74e-07,1.84426
6146,118,1986,,,,2206867,1.069e+09,,8.36e-07,8.36e-07,4.53e-07,1.84426
6147,119,1986,,,,3854631,,,4.78e-07,4.78e-07,2.59e-07,1.84426
6148,120,1986,,,,128620,4.068e+08,,.0000143,.0000143,7.77e-06,1.84426
6149,121,1986,,,,4.115e+08,1.700e+12,3945.942,4.48e-09,4.48e-09,2.43e-09,1.84426
6150,122,1986,,,,4.581e+08,1.442e+11,,4.03e-09,4.03e-09,2.18e-09,1.84426
6151,123,1986,,,,4.550e+08,1.288e+11,275.3557,4.05e-09,4.05e-09,2.20e-09,1.84426
6152,124,1986,,,,27523,1.626e+09,,.000067,.000067,.0000363,1.84426
6153,125,1986,,,,16127000,1.065e+10,657.661,1.14e-07,1.14e-07,6.20e-08,1.84426
6154,126,1986,,,,1.576e+09,9.318e+11,546.2921,1.17e-09,1.17e-09,6.35e-10,1.84426
6155,127,1986,,,,3.818e+09,4.061e+12,1000.159,4.83e-10,4.83e-10,2.62e-10,1.84426
6156,128,1986,,,,1495101,6.744e+08,938.8938,1.23e-06,1.23e-06,6.69e-07,1.84426
6157,129,1986,,,,3578914,,,5.15e-07,5.15e-07,2.79e-07,1.84426
6158,130,1986,,,,368355,1.482e+10,38255.64,5.01e-06,5.01e-06,2.71e-06,1.84426
6159,131,1986,,,,2599892,1.376e+10,,7.09e-07,7.09e-07,3.85e-07,1.84426
6160,132,1986,,,,309226,3.732e+09,,5.96e-06,5.96e-06,3.23e-06,1.84426
6161,133,1986,,,,22772287,3.226e+10,1344.487,8.10e-08,8.10e-08,4.39e-08,1.84426
6162,134,1986,,,,29048,2.818e+09,,.0000635,.0000635,.0000344,1.84426
6163,135,1986,,,,3602000,5.650e+09,,5.12e-07,5.12e-07,2.78e-07,1.84426
6164,136,1986,,,,10264368,3.377e+09,314.4768,1.80e-07,1.80e-07,9.74e-08,1.84426
6165,137,1986,,,,189974,,,9.71e-06,9.71e-06,5.26e-06,1.84426
6166,138,1986,,,,2.257e+08,6.908e+11,,8.17e-09,8.17e-09,4.43e-09,1.84426
6167,139,1986,,,,79410218,4.998e+11,5924.77,2.32e-08,2.32e-08,1.26e-08,1.84426
6168,140,1986,,,,40203,94830409,,.0000459,.0000459,.0000249,1.84426
6169,141,1986,,,,3.363e+09,3.935e+12,1099.695,5.48e-10,5.48e-10,2.97e-10,1.84426
6170,142,1986,,,,1964188,,,9.39e-07,9.39e-07,5.09e-07,1.84426
6171,143,1986,,,,7514770,2.371e+09,,2.45e-07,2.45e-07,1.33e-07,1.84426
6172,144,1986,,,,342121,2.629e+09,8064.345,5.39e-06,5.39e-06,2.92e-06,1.84426
6173,145,1986,,,,39307611,,,4.69e-08,4.69e-08,2.54e-08,1.84426
6174,146,1986,,,,2.015e+08,3.296e+11,1562.595,9.15e-09,9.15e-09,4.96e-09,1.84426
6175,147,1986,,,,598606,,,3.08e-06,3.08e-06,1.67e-06,1.84426
6176,148,1986,,,,1976309,1.685e+09,,9.33e-07,9.33e-07,5.06e-07,1.84426
6177,149,1986,,,,33173,,,.0000556,.0000556,.0000301,1.84426
6178,150,1986,,,,13390888,1.899e+09,135.0174,1.38e-07,1.38e-07,7.47e-08,1.84426
6179,151,1986,,,,1815983,1.227e+09,613.831,1.02e-06,1.02e-06,5.51e-07,1.84426
6180,152,1986,,,,1024680,2.470e+09,2312.381,1.80e-06,1.80e-06,9.76e-07,1.84426
6181,153,1986,,,,7667832,1.591e+09,,2.41e-07,2.41e-07,1.30e-07,1.84426
6182,154,1986,,,,16221767,4.161e+10,2412.524,1.14e-07,1.14e-07,6.16e-08,1.84426
6183,156,1986,,,,2.664e+08,7.893e+12,29194.39,6.92e-09,6.92e-09,3.75e-09,1.84426
6184,157,1986,,,,1194769,3.472e+09,2432.301,1.54e-06,1.54e-06,8.37e-07,1.84426
6185,158,1986,,,,154000,,,.000012,.000012,6.49e-06,1.84426
6186,159,1986,,,,6895733,2.203e+09,,2.67e-07,2.67e-07,1.45e-07,1.84426
6187,160,1986,,,,86118046,4.896e+10,,2.14e-08,2.14e-08,1.16e-08,1.84426
6188,161,1986,,,,3794923,4.543e+09,1166.946,4.86e-07,4.86e-07,2.64e-07,1.84426
6189,162,1986,,,,14572278,3.817e+11,26116.41,1.27e-07,1.27e-07,6.86e-08,1.84426
6190,163,1986,,,,2.143e+08,,,8.61e-09,8.61e-09,4.67e-09,1.84426
6191,164,1986,,,,4167354,1.812e+11,42883.63,4.43e-07,4.43e-07,2.40e-07,1.84426
6192,165,1986,,,,16513244,3.537e+09,,1.12e-07,1.12e-07,6.06e-08,1.84426
6193,166,1986,,,,3246300,6.873e+10,20118.68,5.68e-07,5.68e-07,3.08e-07,1.84426
6194,167,1986,,,,8.933e+08,2.086e+13,23120.97,2.06e-09,2.06e-09,1.12e-09,1.84426
6195,168,1986,,,,1562144,1.450e+10,,1.18e-06,1.18e-06,6.40e-07,1.84426
6196,169,1986,,,,97998462,4.642e+10,487.1619,1.88e-08,1.88e-08,1.02e-08,1.84426
6197,170,1986,,,,2282798,8.185e+09,3328.338,8.08e-07,8.08e-07,4.38e-07,1.84426
6198,171,1986,,,,19973258,5.302e+10,2535.31,9.23e-08,9.23e-08,5.01e-08,1.84426
6199,172,1986,,,,55811616,5.096e+10,874.0927,3.30e-08,3.30e-08,1.79e-08,1.84426
6200,173,1986,,,,13982,,,.0001319,.0001319,.0000715,1.84426
6201,174,1986,,,,3771592,2.993e+09,,4.89e-07,4.89e-07,2.65e-07,1.84426
6202,175,1986,,,,37456119,,,4.92e-08,4.92e-08,2.67e-08,1.84426
6203,176,1986,,,,3409553.6,4.237e+10,,5.41e-07,5.41e-07,2.93e-07,1.84426
6204,177,1986,,,,19058994,,,9.68e-08,9.68e-08,5.25e-08,1.84426
6205,178,1986,,,,10032734,1.086e+11,10451.91,1.84e-07,1.84e-07,9.97e-08,1.84426
6206,179,1986,,,,3811042,4.937e+09,,4.84e-07,4.84e-07,2.62e-07,1.84426
6207,180,1986,,,,180069,,,.0000102,.0000102,5.55e-06,1.84426
